UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Timestamp,Shift,Downtime_min,Quantity_Produced,Ideal_Production_per_Hour
9405,L56584,L,297.7,308.2,2007,19.3,0.0,1,0,0,0,0,0,2026-04-22 21:00:00,2,60,4,50
9406,M24265,M,297.7,308.1,1469,48.8,0.7452814267961884,0,0,0,0,0,0,2026-04-22 22:00:00,3,0,46,50
9407,M24266,M,297.7,308.1,2189,15.6,2.370008047708697,0,0,0,0,0,0,2026-04-22 23:00:00,3,0,51,50
9408,L56587,L,297.8,308.3,1435,50.1,3.009718811276012,0,0,0,0,0,0,2026-04-23 00:00:00,3,0,48,50
9409,H38822,H,297.9,308.4,1637,34.5,4.822611222763009,0,0,0,0,0,0,2026-04-23 01:00:00,3,0,50,50
9410,L56589,L,298.0,308.5,1664,28.3,6.356523405659543,0,0,0,0,0,0,2026-04-23 03:00:00,3,0,52,50
9411,M24270,M,298.0,308.5,1666,31.0,7.341950769491008,0,0,0,0,0,0,2026-04-23 04:00:00,3,0,46,50
9412,L56591,L,298.0,308.5,1404,46.6,8.287252546040161,0,0,0,0,0,0,2026-04-23 05:00:00,3,0,50,50
9413,L56592,L,298.0,308.5,1702,26.7,9.047398101423498,0,0,0,0,0,0,2026-04-23 06:00:00,1,0,55,50
9414,L56593,L,298.1,308.6,1439,44.9,10.247407330001465,0,0,0,0,0,0,2026-04-23 07:00:00,1,0,55,50
9415,L56594,L,298.1,308.6,1354,53.9,11.172571564114053,0,0,0,0,1,0,2026-04-23 08:00:00,1,0,52,50
9416,M24275,M,298.2,308.7,1361,44.2,12.045748379816095,0,0,0,0,0,0,2026-04-23 09:00:00,1,0,47,50
9417,M24276,M,298.1,308.5,1463,45.9,13.60059916398458,0,0,0,0,0,0,2026-04-23 10:00:00,1,0,55,50
9418,H38831,H,298.1,308.4,1515,43.8,14.32851370884574,0,0,0,0,0,0,2026-04-23 11:00:00,1,0,46,50
9419,L56598,L,298.0,308.4,1432,46.2,15.259682104931619,0,0,0,0,0,0,2026-04-23 12:00:00,1,0,52,50
9420,L56599,L,298.0,308.4,1911,22.0,15.790217229048089,0,0,0,0,0,0,2026-04-23 13:00:00,1,0,55,50
9421,L56600,L,298.0,308.4,1472,42.0,16.366682374251102,0,0,0,0,0,0,2026-04-23 14:00:00,2,0,53,50
9422,M24281,M,298.1,308.5,1382,54.5,17.66454317507747,0,0,0,0,0,0,2026-04-23 15:00:00,2,0,51,50
9423,L56602,L,298.1,308.5,1665,29.6,18.57839140046024,0,0,0,0,0,0,2026-04-23 16:00:00,2,0,47,50
9424,L56603,L,298.1,308.5,1676,30.5,20.57674645236942,0,0,0,0,0,0,2026-04-23 17:00:00,2,0,47,50
9425,M24284,M,298.0,308.5,1585,33.0,21.10128903059616,0,0,0,0,0,0,2026-04-23 18:00:00,2,0,49,50
9426,M24285,M,298.1,308.6,1415,46.3,22.8051468885387,0,0,0,0,0,0,2026-04-23 19:00:00,2,0,50,50
9427,L56606,L,298.1,308.7,1341,55.7,23.371412052901185,0,0,0,0,0,0,2026-04-23 20:00:00,2,0,55,50
9428,L56607,L,298.2,308.8,1540,34.8,25.360817956891598,0,0,0,0,0,0,2026-04-23 21:00:00,2,0,54,50
9429,H38842,H,298.2,308.8,1837,28.4,27.240891241545658,0,0,0,0,0,0,2026-04-23 22:00:00,3,0,55,50
9430,L56609,L,298.2,308.8,1498,36.0,29.082628558857845,0,0,0,0,0,0,2026-04-23 23:00:00,3,0,52,50
9431,L56610,L,298.1,308.7,1671,28.8,30.768730814793916,0,0,0,0,0,0,2026-04-24 00:00:00,3,0,53,50
9432,L56611,L,298.0,308.6,1430,57.0,0.0,1,0,0,0,0,0,2026-04-24 01:00:00,3,60,1,50
9433,L56612,L,298.0,308.7,1619,40.1,1.989444200469847,0,0,0,0,0,0,2026-04-24 03:00:00,3,0,45,50
9434,M24293,M,298.0,308.7,1430,51.9,3.288012906746105,0,0,0,0,0,0,2026-04-24 04:00:00,3,0,45,50
9435,L56614,L,298.0,308.6,1626,33.3,3.974919761175277,0,0,0,0,0,0,2026-04-24 05:00:00,3,0,54,50
9436,L56615,L,298.0,308.7,1443,49.3,5.178150547847625,0,0,0,0,0,0,2026-04-24 06:00:00,1,0,51,50
9437,L56616,L,298.0,308.6,1481,42.5,6.5086931769486185,0,0,0,0,0,0,2026-04-24 07:00:00,1,0,52,50
9438,M24297,M,298.1,308.7,1527,43.0,7.987050093498718,0,0,0,0,0,0,2026-04-24 08:00:00,1,0,51,50
9439,M24298,M,298.1,308.7,1315,56.8,9.401139168068303,0,0,0,0,0,0,2026-04-24 09:00:00,1,0,49,50
9440,M24299,M,298.1,308.8,1433,48.2,11.247331088923271,0,0,0,0,0,0,2026-04-24 10:00:00,1,0,46,50
9441,M24300,M,298.1,308.8,1378,53.5,12.827711554130996,0,0,0,0,0,0,2026-04-24 11:00:00,1,0,45,50
9442,L56621,L,298.1,308.8,1432,43.4,13.472298162872645,0,0,0,0,0,0,2026-04-24 12:00:00,1,0,53,50
9443,M24302,M,298.1,308.8,1394,47.9,14.2441405966483,0,0,0,0,0,0,2026-04-24 13:00:00,1,0,50,50
9444,H38857,H,298.0,308.8,1411,53.8,15.246669970146032,0,0,0,0,0,0,2026-04-24 14:00:00,2,0,55,50
9445,L56624,L,298.1,308.9,2136,15.9,15.836342333314029,0,0,0,0,0,0,2026-04-24 15:00:00,2,0,50,50
9446,M24305,M,298.2,309.0,1446,45.8,17.7724837240801,0,0,0,0,0,0,2026-04-24 16:00:00,2,0,54,50
9447,H38860,H,298.1,308.9,1388,53.5,19.49728337193091,0,0,0,0,0,0,2026-04-24 17:00:00,2,0,50,50
9448,M24307,M,298.1,308.9,1323,51.7,21.237097356039474,0,0,0,0,0,0,2026-04-24 18:00:00,2,0,47,50
9449,L56628,L,298.2,309.0,1780,29.3,23.104020614344684,0,0,0,0,0,0,2026-04-24 19:00:00,2,0,46,50
9450,M24309,M,298.1,308.8,1434,41.8,23.912208678790236,0,0,0,0,0,0,2026-04-24 20:00:00,2,0,52,50
9451,M24310,M,298.0,308.7,1494,42.6,24.738466679321988,0,0,0,0,0,0,2026-04-24 21:00:00,2,0,55,50
9452,H38865,H,298.0,308.7,1536,39.6,0.0,1,0,0,0,0,0,2026-04-24 22:00:00,3,60,5,50
9453,M24312,M,298.0,308.7,1392,53.4,1.1158991325346617,0,0,0,0,0,0,2026-04-24 23:00:00,3,0,53,50
9454,H38867,H,298.2,309.0,1360,56.8,2.175348451653477,0,0,0,0,0,0,2026-04-25 00:00:00,3,0,45,50
9455,L56634,L,298.4,309.2,1583,35.4,2.708244265306571,0,0,0,0,0,0,2026-04-25 01:00:00,3,0,45,50
9456,L56635,L,298.5,309.2,1983,20.2,4.444393199756831,0,0,0,0,0,0,2026-04-25 03:00:00,3,0,54,50
9457,L56636,L,298.5,309.3,1630,33.3,6.382300416706134,0,0,0,0,0,0,2026-04-25 04:00:00,3,0,51,50
9458,M24317,M,298.5,309.3,1692,26.7,8.180861824993688,0,0,0,0,0,0,2026-04-25 05:00:00,3,0,47,50
9459,L56638,L,298.4,309.1,1417,40.6,9.978730181055091,0,0,0,0,0,0,2026-04-25 06:00:00,1,0,51,50
9460,L56639,L,298.4,309.1,1579,36.1,10.999662719549628,0,0,0,0,0,0,2026-04-25 07:00:00,1,0,51,50
9461,M24320,M,298.4,309.2,1399,45.2,11.857900077740931,0,0,0,0,0,0,2026-04-25 08:00:00,1,0,48,50
9462,M24321,M,298.4,309.2,1414,46.4,12.873720716921909,0,0,0,0,0,0,2026-04-25 09:00:00,1,0,55,50
9463,L56642,L,298.5,309.3,1570,40.1,14.417835655573366,0,0,0,0,0,0,2026-04-25 10:00:00,1,0,53,50
9464,M24323,M,298.5,309.3,1552,36.8,16.08493109316222,0,0,0,0,0,0,2026-04-25 11:00:00,1,0,51,50
9465,L56644,L,298.6,309.4,1440,48.2,17.628339008909343,0,0,0,0,0,0,2026-04-25 12:00:00,1,0,47,50
9466,M24325,M,298.6,309.4,1460,43.8,19.4497239575417,0,0,0,0,0,0,2026-04-25 13:00:00,1,0,51,50
9467,L56646,L,298.6,309.4,1471,48.0,21.226632537894858,0,0,0,0,0,0,2026-04-25 14:00:00,2,0,47,50
9468,L56647,L,298.6,309.3,1702,27.6,21.730404049521272,0,0,0,0,0,0,2026-04-25 15:00:00,2,0,54,50
9469,L56648,L,298.6,309.4,1375,55.4,23.053878023058576,0,0,0,0,0,0,2026-04-25 16:00:00,2,0,50,50
9470,L56649,L,298.6,309.4,1698,33.2,0.0,1,0,0,0,0,0,2026-04-25 17:00:00,2,60,6,50
9471,H38884,H,298.6,309.4,1439,47.1,1.4562005882211941,0,0,0,0,0,0,2026-04-25 18:00:00,2,0,55,50
9472,M24331,M,298.6,309.4,1774,27.5,3.3733906007765517,0,0,0,0,0,0,2026-04-25 19:00:00,2,0,45,50
9473,M24332,M,298.7,309.4,1375,48.3,4.288681998096399,0,0,0,0,0,0,2026-04-25 20:00:00,2,0,48,50
9474,L56653,L,298.7,309.5,1446,40.0,5.72735264742574,0,0,0,0,0,0,2026-04-25 21:00:00,2,0,50,50
9475,M24334,M,298.7,309.6,1455,46.8,6.822054828553341,0,0,0,0,0,0,2026-04-25 22:00:00,3,0,50,50
9476,L56655,L,298.8,309.6,1523,41.9,8.669593356933134,0,0,0,0,0,0,2026-04-25 23:00:00,3,0,47,50
9477,M24336,M,298.8,309.6,1692,31.9,9.652884992897565,0,0,0,0,0,0,2026-04-27 00:00:00,3,0,49,50
9478,M24337,M,298.8,309.6,1693,33.3,11.568296725633047,0,0,0,0,0,0,2026-04-27 01:00:00,3,0,51,50
9479,L56658,L,298.8,309.6,1890,24.0,13.49793453510098,0,0,0,0,0,0,2026-04-27 03:00:00,3,0,52,50
9480,H38893,H,298.9,309.6,1600,33.5,14.032725745741244,0,0,0,0,0,0,2026-04-27 04:00:00,3,0,51,50
9481,M24340,M,298.9,309.6,1434,43.8,14.906642545290817,0,0,0,0,0,0,2026-04-27 05:00:00,3,0,45,50
9482,L56661,L,298.9,309.6,1365,50.9,16.019487952340413,0,0,0,0,0,0,2026-04-27 06:00:00,1,0,53,50
9483,H38896,H,298.8,309.6,1309,57.4,17.17942851703373,0,0,0,0,0,0,2026-04-27 07:00:00,1,0,54,50
9484,H38897,H,298.9,309.6,1546,35.3,18.956306466985108,0,0,0,0,0,0,2026-04-27 08:00:00,1,0,49,50
9485,L56664,L,298.9,309.6,1663,33.7,20.807708210279028,0,0,0,0,0,0,2026-04-27 09:00:00,1,0,47,50
9486,L56665,L,298.9,309.6,1589,34.2,22.560414553427243,0,0,0,0,0,0,2026-04-27 10:00:00,1,0,49,50
9487,M24346,M,298.9,309.6,1472,46.0,24.264730860261995,0,0,0,0,0,0,2026-04-27 11:00:00,1,0,50,50
9488,L56667,L,298.9,309.6,1583,39.8,25.58444135221117,0,0,0,0,0,0,2026-04-27 12:00:00,1,0,55,50
9489,M24348,M,298.9,309.6,1567,34.5,27.550583905834873,0,0,0,0,0,0,2026-04-27 13:00:00,1,0,55,50
9490,L56669,L,298.9,309.7,1407,41.9,28.105677945151818,0,0,0,0,0,0,2026-04-27 14:00:00,2,0,50,50
9491,M24350,M,299.0,309.7,1418,44.7,29.127025629045693,0,0,0,0,0,0,2026-04-27 15:00:00,2,0,47,50
9492,M24351,M,299.0,309.7,1489,40.7,30.95667484341613,0,0,0,0,0,0,2026-04-27 16:00:00,2,0,52,50
9493,L56672,L,299.1,309.9,1586,36.6,31.559231162382016,0,0,0,0,0,0,2026-04-27 17:00:00,2,0,50,50
9494,L56673,L,299.1,309.8,1398,55.4,32.654528893423844,0,0,0,0,1,0,2026-04-27 18:00:00,2,0,53,50
9495,L56674,L,299.2,309.9,1516,41.4,33.341380215055764,0,0,0,0,0,0,2026-04-27 19:00:00,2,0,53,50
9496,H38909,H,299.3,310.0,1373,44.8,34.26935925698782,0,0,0,0,0,0,2026-04-27 20:00:00,2,0,51,50
9497,M24356,M,299.2,310.0,1349,50.4,34.78960516331423,0,0,0,0,0,0,2026-04-27 21:00:00,2,0,51,50
9498,H38911,H,299.1,309.9,1443,40.3,0.0,1,0,0,0,0,0,2026-04-27 22:00:00,3,60,3,50
9499,H38912,H,299.2,310.1,1542,36.1,0.7184953277955137,0,0,0,0,0,0,2026-04-27 23:00:00,3,0,49,50
9500,L56679,L,299.2,310.1,1534,37.7,1.8580138198445049,0,0,0,0,0,0,2026-04-28 00:00:00,3,0,48,50
9501,L56680,L,299.2,310.2,1697,30.6,2.55498247411233,0,0,0,0,0,0,2026-04-28 01:00:00,3,0,52,50
9502,L56681,L,299.3,310.3,1396,47.4,3.329324429533771,0,0,0,0,0,0,2026-04-28 03:00:00,3,0,48,50
9503,L56682,L,299.3,310.2,1495,49.2,4.114360118422751,0,0,0,0,0,0,2026-04-28 04:00:00,3,0,48,50
9504,M24363,M,299.2,310.3,1551,44.8,6.058838602938532,0,0,0,0,0,0,2026-04-28 05:00:00,3,0,50,50
9505,L56684,L,299.2,310.3,1440,47.0,7.381476075222203,0,0,0,0,0,0,2026-04-28 06:00:00,1,0,50,50
9506,L56685,L,299.2,310.3,1429,40.1,8.511650858161369,0,0,0,0,0,0,2026-04-28 07:00:00,1,0,47,50
9507,H38920,H,299.3,310.4,1548,41.6,9.198934337928579,0,0,0,0,0,0,2026-04-28 08:00:00,1,0,51,50
9508,L56687,L,299.3,310.5,1505,38.8,9.842708788581703,0,0,0,0,0,0,2026-04-28 09:00:00,1,0,49,50
9509,L56688,L,299.2,310.4,1611,36.4,10.871998402897699,0,0,0,0,0,0,2026-04-28 10:00:00,1,0,48,50
9510,M24369,M,299.2,310.4,1502,39.8,11.935632970658066,0,0,0,0,0,0,2026-04-28 11:00:00,1,0,49,50
9511,M24370,M,299.2,310.4,1504,43.3,13.88500741239731,0,0,0,0,0,0,2026-04-28 12:00:00,1,0,46,50
9512,L56691,L,299.1,310.3,1449,40.7,15.632147304444482,0,0,0,0,0,0,2026-04-28 13:00:00,1,0,51,50
9513,L56692,L,299.0,310.2,1575,37.8,17.596324284498827,0,0,0,0,0,0,2026-04-28 14:00:00,2,0,47,50
9514,M24373,M,299.0,310.2,1598,33.4,19.37025303273211,0,0,0,0,0,0,2026-04-28 15:00:00,2,0,47,50
9515,L56694,L,299.0,310.1,1416,45.9,20.569194670172354,0,0,0,0,0,0,2026-04-28 16:00:00,2,0,48,50
9516,L56695,L,299.0,310.2,1682,28.8,21.92861385779822,0,0,0,0,0,0,2026-04-28 17:00:00,2,0,45,50
9517,L56696,L,298.9,310.1,1341,54.5,22.820634227574722,0,0,0,0,0,0,2026-04-28 18:00:00,2,0,45,50
9518,L56697,L,298.9,310.1,1523,39.1,24.266504651504885,0,0,0,0,0,0,2026-04-28 19:00:00,2,0,48,50
9519,L56698,L,299.0,310.1,1580,41.9,0.0,1,0,0,0,0,0,2026-04-28 20:00:00,2,60,4,50
9520,L56699,L,299.0,310.1,1531,36.0,1.0190394260401208,0,0,0,0,0,0,2026-04-28 21:00:00,2,0,46,50
9521,L56700,L,299.0,310.1,1375,48.9,2.1359745905120935,0,0,0,0,0,0,2026-04-28 22:00:00,3,0,49,50
9522,M24381,M,298.9,310.1,1484,40.4,3.2031370472104745,0,0,0,0,0,0,2026-04-28 23:00:00,3,0,46,50
9523,M24382,M,299.0,310.2,1657,32.3,5.07411791886487,0,0,0,0,0,0,2026-04-29 00:00:00,3,0,49,50
9524,L56703,L,299.0,310.2,1494,40.6,6.0227509947306395,0,0,0,0,0,0,2026-04-29 01:00:00,3,0,45,50
9525,H38938,H,299.0,310.3,1658,27.6,0.0,1,0,0,0,0,0,2026-04-29 03:00:00,3,60,0,50
9526,L56705,L,299.1,310.3,1411,42.1,1.6793747423730916,0,0,0,0,0,0,2026-04-29 04:00:00,3,0,48,50
9527,M24386,M,299.2,310.4,1395,55.4,2.5390258726605404,0,0,0,0,0,0,2026-04-29 05:00:00,3,0,46,50
9528,L56707,L,299.1,310.4,1550,43.9,4.4849377731360205,0,0,0,0,0,0,2026-04-29 06:00:00,1,0,52,50
9529,M24388,M,299.1,310.3,1233,59.0,5.429316447915025,0,0,0,0,0,0,2026-04-29 07:00:00,1,0,45,50
9530,L56709,L,299.1,310.3,1459,46.7,6.8453776414096295,0,0,0,0,0,0,2026-04-29 08:00:00,1,0,47,50
9531,H38944,H,299.1,310.4,1405,53.6,7.878564642133341,0,0,0,0,0,0,2026-04-29 09:00:00,1,0,55,50
9532,L56711,L,299.2,310.5,1458,44.1,8.514469166141378,0,0,0,0,0,0,2026-04-29 10:00:00,1,0,53,50
9533,L56712,L,299.2,310.5,1384,48.7,10.063068035298263,0,0,0,0,0,0,2026-04-29 11:00:00,1,0,52,50
9534,L56713,L,299.2,310.5,1705,29.5,10.65392316004418,0,0,0,0,0,0,2026-04-29 12:00:00,1,0,48,50
9535,L56714,L,299.3,310.6,1443,45.7,11.706148508757241,0,0,0,0,0,0,2026-04-29 13:00:00,1,0,54,50
9536,M24395,M,299.3,310.6,1609,31.4,12.228167361358844,0,0,0,0,0,0,2026-04-29 14:00:00,2,0,48,50
9537,L56716,L,299.3,310.5,1818,26.0,0.0,1,0,0,0,0,0,2026-04-29 15:00:00,2,60,5,50
9538,M24397,M,299.3,310.6,1457,42.1,1.7614227797072322,0,0,0,0,0,0,2026-04-29 16:00:00,2,0,48,50
9539,L56718,L,299.3,310.6,1480,45.1,2.9115238566510904,0,0,0,0,0,0,2026-04-29 17:00:00,2,0,50,50
9540,L56719,L,299.4,310.8,1424,47.7,4.180019239555465,0,0,0,0,0,0,2026-04-29 18:00:00,2,0,49,50
9541,M24400,M,299.4,310.8,1628,40.2,6.0170475174889475,0,0,0,0,0,0,2026-04-29 19:00:00,2,0,54,50
9542,M24401,M,299.5,310.8,1754,31.3,7.405347787501719,0,0,0,0,0,0,2026-04-29 20:00:00,2,0,46,50
9543,L56722,L,299.6,310.9,1716,28.5,8.368770598050054,0,0,0,0,0,0,2026-04-29 21:00:00,2,0,46,50
9544,M24403,M,299.5,310.9,1378,48.7,9.196457196061592,0,0,0,0,0,0,2026-04-29 22:00:00,3,0,54,50
9545,L56724,L,299.6,311.0,1708,31.0,11.032432033168488,0,0,0,0,0,0,2026-04-29 23:00:00,3,0,47,50
9546,L56725,L,299.6,311.0,1430,38.3,12.322991020544887,0,0,0,0,0,0,2026-04-30 00:00:00,3,0,53,50
9547,M24406,M,299.7,311.2,1560,43.9,14.05990994479496,0,0,0,0,0,0,2026-04-30 01:00:00,3,0,52,50
9548,L56727,L,299.6,311.1,1679,30.7,14.696731362923934,0,0,0,0,0,0,2026-04-30 03:00:00,3,0,55,50
9549,L56728,L,299.6,311.1,1521,37.2,15.575703852008138,0,0,0,0,0,0,2026-04-30 04:00:00,3,0,46,50
9550,M24409,M,299.6,311.1,1649,33.8,16.45196364159071,0,0,0,0,0,0,2026-04-30 05:00:00,3,0,46,50
9551,M24410,M,299.5,311.0,1451,43.3,17.892882828129345,0,0,0,0,0,0,2026-04-30 06:00:00,1,0,50,50
9552,L56731,L,299.4,310.8,1391,48.9,18.76570716505104,0,0,0,0,0,0,2026-04-30 07:00:00,1,0,48,50
9553,M24412,M,299.3,310.8,1523,40.9,20.59700074906712,0,0,0,0,0,0,2026-04-30 08:00:00,1,0,49,50
9554,L56733,L,299.3,310.7,1495,39.2,21.369994181098285,0,0,0,0,0,0,2026-04-30 09:00:00,1,0,54,50
9555,M24414,M,299.3,310.7,1440,45.5,22.927757303908983,0,0,0,0,0,0,2026-04-30 10:00:00,1,0,49,50
9556,H38969,H,299.4,310.8,1585,31.4,24.896205953586893,0,0,0,0,0,0,2026-04-30 11:00:00,1,0,51,50
9557,L56736,L,299.5,310.8,1374,48.3,26.375836830021456,0,0,0,0,0,0,2026-04-30 12:00:00,1,0,51,50
9558,M24417,M,299.5,310.8,1507,40.2,26.960894548971567,0,0,0,0,0,0,2026-04-30 13:00:00,1,0,52,50
9559,M24418,M,299.5,310.9,1577,34.6,28.88833538763903,0,0,0,0,0,0,2026-04-30 14:00:00,2,0,48,50
9560,L56739,L,299.5,310.9,1496,38.5,30.719130537722265,0,0,0,0,0,0,2026-04-30 15:00:00,2,0,53,50
9561,L56740,L,299.6,310.9,1487,42.5,31.369659608581834,0,0,0,0,0,0,2026-04-30 16:00:00,2,0,54,50
9562,L56741,L,299.6,310.9,1853,26.3,32.43901165143672,0,0,0,0,0,0,2026-04-30 17:00:00,2,0,47,50
9563,M24422,M,299.7,311.0,1435,50.1,34.222645940805265,0,0,0,0,0,0,2026-04-30 18:00:00,2,0,55,50
9564,M24423,M,299.8,311.1,1763,25.5,0.0,1,0,0,0,0,0,2026-04-30 19:00:00,2,60,1,50
9565,L56744,L,299.8,311.1,1820,24.9,1.1233877061588626,0,0,0,0,0,0,2026-04-30 20:00:00,2,0,52,50
9566,M24425,M,299.8,311.1,1498,38.1,3.0584409407601667,0,0,0,0,0,0,2026-04-30 21:00:00,2,0,51,50
9567,L56746,L,299.8,311.1,1603,35.1,3.7392237004482403,0,0,0,0,0,0,2026-04-30 22:00:00,3,0,46,50
9568,L56747,L,299.8,311.1,1412,42.5,5.0273418068792495,0,0,0,0,0,0,2026-04-30 23:00:00,3,0,49,50
9569,L56748,L,299.8,311.1,1588,38.0,5.9533576646013895,0,0,0,0,0,0,2026-05-01 00:00:00,3,0,55,50
9570,M24429,M,299.8,311.0,1948,20.0,7.8678059081289575,0,0,0,0,0,0,2026-05-01 01:00:00,3,0,46,50
9571,L56750,L,299.7,310.9,1384,48.2,8.542594219177932,0,0,0,0,0,0,2026-05-01 03:00:00,3,0,54,50
9572,L56751,L,299.7,310.8,1589,36.0,10.059867600764145,0,0,0,0,0,0,2026-05-01 04:00:00,3,0,52,50
9573,M24432,M,299.7,310.8,1405,47.6,0.0,1,0,0,0,0,0,2026-05-01 05:00:00,3,60,4,50
9574,L56753,L,299.7,310.9,1491,40.1,1.6354084753059488,0,0,0,0,0,0,2026-05-01 06:00:00,1,0,46,50
9575,H38988,H,299.7,310.8,1418,46.6,3.4008765987865917,0,0,0,0,0,0,2026-05-01 07:00:00,1,0,49,50
9576,M24435,M,299.6,310.8,1603,35.4,5.011651798122774,0,0,0,0,0,0,2026-05-01 08:00:00,1,0,55,50
9577,L56756,L,299.6,310.7,1922,23.3,5.698848786102008,0,1,0,0,0,0,2026-05-01 09:00:00,1,0,47,50
9578,M24437,M,299.5,310.7,1364,49.5,7.164659706626511,0,0,0,0,0,0,2026-05-01 10:00:00,1,0,50,50
9579,L56758,L,299.4,310.7,1551,41.2,8.202442974830781,0,0,0,0,0,0,2026-05-01 11:00:00,1,0,45,50
9580,L56759,L,299.5,310.7,1589,33.5,9.569025436359485,0,0,0,0,0,0,2026-05-01 12:00:00,1,0,51,50
9581,M24440,M,299.5,310.7,1423,56.5,10.155576140596052,0,0,0,0,0,0,2026-05-01 13:00:00,1,0,48,50
9582,L56761,L,299.4,310.6,1418,53.1,11.165187292952153,0,0,0,0,0,0,2026-05-01 14:00:00,2,0,52,50
9583,M24442,M,299.3,310.5,1404,47.5,11.751376628789512,0,0,0,0,0,0,2026-05-01 15:00:00,2,0,45,50
9584,L56763,L,299.3,310.5,1281,59.8,13.003053804786141,0,0,0,0,0,0,2026-05-01 16:00:00,2,0,50,50
9585,L56764,L,299.3,310.5,1529,41.3,14.275380922935613,0,0,0,0,0,0,2026-05-01 17:00:00,2,0,47,50
9586,M24445,M,299.3,310.5,1563,42.1,15.660927855736142,0,0,0,0,0,0,2026-05-01 18:00:00,2,0,46,50
9587,L56766,L,299.4,310.6,1348,54.5,17.251308363607677,0,0,0,0,0,0,2026-05-01 19:00:00,2,0,51,50
9588,M24447,M,299.3,310.5,1462,40.5,17.907321097196057,0,0,0,0,0,0,2026-05-01 20:00:00,2,0,52,50
9589,H39002,H,299.3,310.4,1510,45.5,19.867842528793368,0,0,0,0,0,0,2026-05-01 21:00:00,2,0,45,50
9590,L56769,L,299.2,310.4,1472,43.3,20.618045139349622,0,0,0,0,0,0,2026-05-01 22:00:00,3,0,48,50
9591,M24450,M,299.2,310.4,1325,52.0,21.816170174988734,0,0,0,0,0,0,2026-05-01 23:00:00,3,0,51,50
9592,L56771,L,299.2,310.4,1570,37.3,23.812274235403287,0,0,0,0,0,0,2026-05-02 00:00:00,3,0,47,50
9593,L56772,L,299.2,310.4,1379,46.8,24.413243695535602,0,0,0,0,0,0,2026-05-02 01:00:00,3,0,47,50
9594,L56773,L,299.1,310.2,1352,52.8,24.974297358265666,0,0,0,0,0,0,2026-05-02 03:00:00,3,0,49,50
9595,L56774,L,299.1,310.3,1727,28.7,25.910781630844298,0,0,0,0,0,0,2026-05-02 04:00:00,3,0,53,50
9596,H39009,H,299.0,310.1,1432,50.0,26.43539177123699,0,0,0,0,0,0,2026-05-02 05:00:00,3,0,54,50
9597,L56776,L,298.9,310.1,1466,43.4,27.219644734226563,0,0,0,0,0,0,2026-05-02 06:00:00,1,0,50,50
9598,L56777,L,298.9,310.1,1510,38.0,29.16498394957188,0,0,0,0,0,0,2026-05-02 07:00:00,1,0,54,50
9599,L56778,L,299.0,310.2,1490,41.1,29.953058599165935,0,0,0,0,0,0,2026-05-02 08:00:00,1,0,51,50
9600,L56779,L,299.0,310.1,1463,37.4,31.40262298437952,0,0,0,0,0,0,2026-05-02 09:00:00,1,0,55,50
9601,M24460,M,298.9,310.0,1561,45.3,33.26911534956969,0,0,0,0,0,0,2026-05-02 10:00:00,1,0,55,50
9602,L56781,L,298.9,310.1,2109,18.0,34.17809824429983,0,0,0,0,0,0,2026-05-02 11:00:00,1,0,54,50
9603,L56782,L,298.9,310.2,1705,32.5,35.39893727575097,0,0,0,0,0,0,2026-05-02 12:00:00,1,0,53,50
9604,M24463,M,298.9,310.1,1549,40.2,36.98050278878791,0,0,0,0,0,0,2026-05-02 13:00:00,1,0,48,50
9605,H39018,H,299.0,310.2,1637,38.0,37.70365565307352,0,0,0,0,0,0,2026-05-02 14:00:00,2,0,49,50
9606,M24465,M,298.9,310.1,1484,37.9,39.11783029064393,0,0,0,0,0,0,2026-05-02 15:00:00,2,0,50,50
9607,L56786,L,298.9,310.1,1401,44.4,39.97721171838498,0,0,0,0,0,0,2026-05-02 16:00:00,2,0,54,50
9608,L56787,L,298.9,310.1,1571,36.8,41.721345378365136,0,0,0,0,0,0,2026-05-02 17:00:00,2,0,54,50
9609,M24468,M,298.9,310.1,1513,41.5,42.74484521674402,0,0,0,0,0,0,2026-05-02 18:00:00,2,0,47,50
9610,L56789,L,299.0,310.1,1470,40.3,43.515560260880406,0,0,0,0,0,0,2026-05-02 19:00:00,2,0,48,50
9611,L56790,L,299.0,310.1,1505,41.3,45.06959705079438,0,0,0,0,0,0,2026-05-02 20:00:00,2,0,51,50
9612,L56791,L,299.0,310.2,1432,42.2,0.0,1,0,0,0,0,0,2026-05-02 21:00:00,2,60,1,50
9613,M24472,M,299.0,310.2,1625,31.8,1.0359642041120753,0,0,0,0,0,0,2026-05-02 22:00:00,3,0,54,50
9614,L56793,L,299.0,310.2,1377,62.5,2.589713563940691,0,0,0,1,0,0,2026-05-02 23:00:00,3,0,55,50
9615,M24474,M,299.1,310.3,1441,43.9,3.3474663139697562,0,0,0,0,0,0,2026-05-04 00:00:00,3,0,46,50
9616,M24475,M,299.0,310.2,1564,39.9,4.839807185251173,0,0,0,0,0,0,2026-05-04 01:00:00,3,0,45,50
9617,L56796,L,298.9,310.1,1580,37.3,6.355481142923562,0,0,0,0,0,0,2026-05-04 03:00:00,3,0,53,50
